station_name,latitude,longitude,model_name,cv_strategy,num_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,max_absolute_error
Al Dawadmi - TVTC,24.5569,44.47411,dt,loso,49,6158.08163265306,1242.735881715603,6126.532653061226,1234.675080184117,117.03469387755098,23958.87122448978,154.78653437715369,0.9844865397472035,-31.548979591836783,1.90050572335673,2.5135511935470665,433.10000000000036
Shaqra - University,25.17279,45.14198,dt,loso,47,5994.593617021277,1329.9769433938534,6065.374468085107,1346.4580507118833,130.39361702127664,36375.098085106416,190.7225683685767,0.9794356044432564,70.7808510638298,2.1751869326226227,3.1815762761137267,751.1000000000004
Riyadh - KSU,24.72359,46.61639,dt,loso,51,5913.5,1281.0528315627353,5897.986274509803,1283.9711863817934,155.93725490196073,48569.40862745096,220.38468328686312,0.9704042919766795,-15.513725490196066,2.636970574143244,3.726806177168566,737.0999999999995
Wadi Addawasir - TVTC,20.43008,44.89433,dt,loso,15,6290.633333333333,788.4023386289234,6246.333333333333,849.7731475059813,164.56666666666672,60429.535333333326,245.82419598837973,0.9027804856894831,-44.29999999999982,2.616058796411597,3.9077813466854914,637.8999999999996
Majmaah - University,25.85891,45.41889,dt,loso,51,5979.882352941176,1368.858325315889,5979.280392156864,1378.6014951249074,173.64509803921567,52775.809607843155,229.72986224660292,0.9718344717450741,-0.6019607843136863,2.903821309357519,3.8417120720378626,728.1999999999998
Riyadh - K.A.CARE City T2,24.52958,46.43635,dt,loso,45,5906.017777777777,1218.4886161486907,5801.273333333333,1219.7175150920077,186.3044444444445,73912.48511111115,271.86850702336073,0.9502177120728689,-104.74444444444447,3.1544849923317395,4.603245659813355,912.4000000000005
Madinah - Taibah University,24.4846,39.5418,dt,loso,24,5939.904166666667,1174.7210255627954,5897.508333333334,1217.8182598800292,189.61249999999995,56686.09624999998,238.0884210750283,0.958922210420542,-42.39583333333335,3.1921811308684123,4.008287244954625,448.1999999999998
Riyadh - K.A.CARE HQ,24.707744,46.6792,dt,loso,45,5699.173333333333,1256.6968934295792,5767.484444444444,1257.824115235964,191.6399999999999,87896.92844444439,296.47416151233887,0.9443439198302023,68.31111111111113,3.3625929374552546,5.202055529322479,917.5
Mahd ad Dahab,23.419423,40.743138,dt,loso,7,5798.400000000001,949.9375588502045,5922.128571428571,1032.803564111209,212.44285714285692,60851.46428571419,246.68089566424513,0.9325656905187234,123.72857142857148,3.663818590350043,4.254292488690761,380.5
Afif - TVTC,23.92118,42.94815,dt,loso,49,6219.828571428571,1173.7154214767074,6147.269387755102,1271.7451550003925,224.04081632653072,91632.4289795919,302.70848844984823,0.9334843901490227,-72.5591836734694,3.6020416600496916,4.866830089825483,839.0
Hada Al Sham - KAU,21.80117,39.72854,dt,loso,51,5853.949019607843,1122.0203016884318,5875.5,1191.4841438718518,225.79803921568632,89184.42921568628,298.63762190267704,0.9291585230552507,21.550980392156863,3.8571917599448544,5.101472884413381,752.5
Jeddah - KAU,21.49604,39.24492,dt,loso,46,5424.1391304347835,1065.8639036375632,5480.717391304349,1110.7992849460577,228.26956521739118,92498.9339130434,304.1363738737006,0.9185796025722377,56.57826086956515,4.2084017339557755,5.60709020473304,910.0999999999995
Rania - TVTC,21.21501,42.84853,dt,loso,28,6412.253571428572,799.1166299117612,6319.435714285716,866.1076492867738,243.04642857142858,129215.05321428567,359.46495408354576,0.7976548619630632,-92.8178571428571,3.79034337716125,5.60590672342144,1454.5999999999995
Osfan - KAU,21.89252,39.2539,dt,loso,46,5753.413043478261,1092.5723178947324,5694.904347826086,1021.0418483431778,244.86521739130433,132238.40999999997,363.64599544062077,0.8892210528581124,-58.508695652173856,4.255999274532696,6.320526489104219,1339.3000000000002
Dammam - IAFU,26.394974,50.188715,dt,loso,24,5679.474999999999,1462.4693592944093,5690.3,1398.6217888812305,254.01666666666665,132472.4491666666,363.9676485165496,0.9380627364206438,10.824999999999912,4.472537807925322,6.408473468349621,931.3999999999996
Al Jouf - TVTC,29.77634,40.02318,dt,loso,40,5857.597500000001,1618.4891058464837,5930.9725,1568.1574128555303,254.3499999999999,103082.98549999997,321.06539131460426,0.9606479440364112,73.37499999999997,4.342223923716163,5.481178782164603,886.8000000000002
Timaa - TVTC,27.6173,38.5252,dt,loso,51,6221.5921568627455,1460.165548610927,6066.892156862745,1494.3921569527909,259.2803921568628,135334.86647058823,367.8788747272507,0.9365245915766854,-154.70000000000005,4.16742829841173,5.912937805179995,1180.0999999999995
Hagl - SWCC,29.28997,34.93002,dt,loso,51,5767.360784313726,1417.5352506013471,5754.827450980392,1371.5858066955916,277.1960784313726,118966.9866666667,344.9159124579014,0.9407949535269443,-12.53333333333332,4.8062898923420985,5.98048094019046,896.6999999999998
Thuwal - KAUST,22.3065,39.107,dt,loso,46,5567.534782608695,1035.9074126029905,5444.997826086957,985.0611478457945,285.1978260869566,139041.69413043483,372.88294963759716,0.8704303847256545,-122.53695652173919,5.122515390075852,6.697451640578364,1042.1000000000004
