station_name,latitude,longitude,model_name,cv_strategy,num_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,max_absolute_error
Hail - TVTC,27.65261,41.70826,lr,loso,46,5909.593478260869,1376.415776794803,5956.560779712361,1532.8178219216188,169.77495708641783,203886.45332036112,451.5378758425046,0.8923809665333018,46.96730145149163,2.8728703202843797,7.640760358619243,2912.841326870507
Umluj - SWCC,25.00411,37.27382,lr,loso,51,5969.813725490198,1184.3944103310246,6047.321746024351,1019.3583244018917,170.94877153588234,49899.16655551632,223.3812135241375,0.9644286298629321,77.50802053415474,2.8635528577040366,3.7418456219217306,569.3452853424651
Tabuk - University,28.38287,36.48396,lr,loso,34,6011.488235294117,1461.0986017306425,5992.394645951922,1313.2621915728919,181.224475952244,47679.5651615117,218.35650931793103,0.9776656542142569,-19.09358934219531,3.014635791653969,3.6323203301960345,560.0609514160242
Mahd ad Dahab,23.419423,40.743138,lr,loso,7,5798.400000000001,949.9375588502045,5801.809597284787,954.5429598842115,183.47963798914057,51782.83910746331,227.55843009535664,0.9426153497014267,3.4095972847865466,3.1643149487641513,3.9245038302869175,455.2512475406511
Al Wajh - TVTC,26.256,36.443,lr,loso,19,6172.1578947368425,1468.5868779977395,6185.346966331409,1345.85427823059,185.38968779244522,53472.61201055365,231.24145824344225,0.9752068269289927,13.189071594566604,3.0036446078369408,3.7465253188131786,486.9962205472766
Najran - University,17.63228,44.53735,lr,loso,50,6840.951999999999,698.6154293286113,6980.132535342664,663.6947765516985,191.61802462025472,65464.98603424739,255.86126325461498,0.8658678970933231,139.18053534266556,2.8010432556792497,3.7401411858264026,606.8174884133559
Hagl - SWCC,29.28997,34.93002,lr,loso,51,5767.360784313726,1417.5352506013471,5700.5295421438495,1232.1486467618788,197.50342170685033,55434.713925492164,235.44577703898653,0.9724123901416855,-66.83124216987703,3.4245026294180727,4.082383361196344,506.740203842166
Al Baha - University,20.1794,41.6357,lr,loso,32,6122.075000000001,770.5048710099112,6048.260011136509,640.9924208930471,208.24192063428328,51745.43363149897,227.4762265193859,0.9128391908122817,-73.8149888634911,3.4014924781921696,3.715671998781228,392.6375821806423
Duba - TVTC,27.34103,35.72295,lr,loso,51,6060.007843137256,1282.3317258933441,6189.196519296724,1077.5146241958578,240.62898551317164,102724.22592206817,320.5062026265142,0.9375299141255996,129.1886761594696,3.9707701993434785,5.288874386350442,918.4672289378595
Farasan - SWCC,16.692097,42.098767,lr,loso,38,5479.676315789476,759.3133440412188,5668.747483081591,945.7355210640259,246.6754776676746,242055.3889531471,491.9912488582974,0.580170751466355,189.0711672921175,4.501643225839613,8.978472824036041,1994.1000853893065
