fold,model_name,category,cv_strategy,held_out_station,num_train_samples,num_test_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,inference_time_ms,training_time_s
23,xgb,Ensemble,loso,Jeddah - KAU,1603,46,5424.1391304347835,1065.8639036375632,5506.00927734375,1040.482666015625,173.4851403277853,41857.97866102636,204.59222531911217,0.9631553239164091,81.86964270550264,3.198390309613596,3.7718838031116775,0.027419565215139934,0.09452271461486816
24,xgb,Ensemble,loso,Layla - TVTC,1598,51,6283.745098039216,1045.311658059916,6221.98046875,1068.9244384765625,128.7424335554535,31140.426345883425,176.4665020503422,0.9715007805006431,-61.76457663143384,2.048816932367711,2.808301407792734,0.02323529406567104,0.09965729713439941
25,xgb,Ensemble,loso,Madinah - Taibah University,1625,24,5939.904166666667,1174.7210255627954,5961.66943359375,1266.264404296875,190.1781087239584,58965.64534751596,242.82842779937434,0.9572703267249206,21.764737955729117,3.2017033168850233,4.0880866254049995,0.047420833349557746,0.10108780860900879
26,xgb,Ensemble,loso,Mahd ad Dahab,1642,7,5798.400000000001,949.9375588502045,5905.61865234375,1009.0242919921875,151.09429408482148,29874.94826213701,172.843710507895,0.9668932123410048,107.21865234375011,2.6057928753590898,2.9808862877327362,0.15878571451009652,0.09637331962585449
27,xgb,Ensemble,loso,Majmaah - University,1598,51,5979.882352941176,1368.858325315889,5920.27685546875,1341.930419921875,120.64164656096806,22894.05036727253,151.3078000873469,0.9877818449914735,-59.60603841145828,2.017458529123588,2.5302805499664536,0.02257254898580083,0.09101057052612305
28,xgb,Ensemble,loso,Makkah - UQU,1626,23,5840.304347826087,1196.1438442211092,5918.4716796875,1084.3392333984375,265.7952063519021,137968.8374251361,371.4415666361751,0.9035695517338682,78.1665463654891,4.551050604937018,6.359969352871743,0.05023478265882105,0.10005664825439453
29,xgb,Ensemble,loso,Najran - University,1599,50,6840.951999999999,698.6154293286113,6792.42919921875,680.8358154296875,200.88173046875,60271.44718217315,245.5024382407905,0.8765090096934514,-48.52307421875006,2.9364587044135084,3.5887174510329927,0.023607999974046834,0.0990457534790039
30,xgb,Ensemble,loso,Osfan - KAU,1603,46,5753.413043478261,1092.5723178947324,5759.6669921875,1038.45068359375,117.84496008831522,26432.132364710214,162.57961854030233,0.977857236834006,6.254224694293488,2.048261774320158,2.8257943122055744,0.025082608693122416,0.09609150886535645
31,xgb,Ensemble,loso,Rania - TVTC,1621,28,6412.253571428572,799.1166299117612,6333.64501953125,845.1046142578125,188.67422223772317,67663.49321092092,260.122073671038,0.8940419205561149,-78.60944126674102,2.942401140815909,4.056640473952529,0.04283214288339617,0.09087109565734863
32,xgb,Ensemble,loso,Riyadh - K.A.CARE City T2,1604,45,5906.017777777777,1218.4886161486907,5860.26318359375,1215.00244140625,103.04212022569453,21520.448971636255,146.69849682814154,0.9855053285596255,-45.75439887152776,1.7446970886780093,2.4838817346624875,0.024959999993572842,0.08988475799560547
33,xgb,Ensemble,loso,Riyadh - K.A.CARE HQ,1604,45,5699.173333333333,1256.6968934295792,5750.13623046875,1246.8970947265625,101.16725911458333,18997.155341323003,137.83016847309955,0.9879710563339759,50.96307074652779,1.7751216395345641,2.418423873282784,0.02500222229476397,0.0969851016998291
34,xgb,Ensemble,loso,Riyadh - KSU,1598,51,5913.5,1281.0528315627353,5890.3701171875,1268.5390625,95.45261086856623,14310.069555276195,119.62470294749407,0.991280177125484,-23.130672679227942,1.614147473891371,2.02290864881194,0.023070588284491687,0.09379100799560547
35,xgb,Ensemble,loso,Shaqra - University,1602,47,5994.593617021277,1329.9769433938534,6016.4169921875,1318.52001953125,99.4469768118351,17412.329403445576,131.95578578995912,0.9901560669725483,21.82332322140958,1.6589444283505987,2.201246560155118,0.02465957445662191,0.09169197082519531
36,xgb,Ensemble,loso,Sharurah - TVTC,1608,41,6656.526829268292,674.428293038572,6617.728515625,784.3958129882812,175.82271817835363,63356.39858780141,251.70696968459455,0.8607103265983007,-38.798075457317125,2.6413582140955727,3.7813558953575646,0.02918292685957035,0.0917506217956543
37,xgb,Ensemble,loso,Tabuk - University,1615,34,6011.488235294117,1461.0986017306425,5969.189453125,1332.9940185546875,218.98602510340072,94614.44936105175,307.59461855021414,0.9556801363183738,-42.298602653952166,3.6427922093851803,5.116779847364449,0.03939411758705426,0.09155893325805664
38,xgb,Ensemble,loso,Taif - University,1624,25,6213.852,1028.2639618774938,6139.8408203125,923.7910766601562,204.73958203124997,65579.74893998449,256.0854328929791,0.9379758930992499,-74.01088671874997,3.2948899013244923,4.121202643593364,0.045571999944513664,0.09475851058959961
39,xgb,Ensemble,loso,Thuwal - KAUST,1603,46,5567.534782608695,1035.9074126029905,5512.32763671875,999.7235107421875,149.13312775985057,32530.7490956591,180.36282625768288,0.9696853762371687,-55.206875212296225,2.678620495119269,3.2395455672963576,0.024789130411986462,0.09048986434936523
40,xgb,Ensemble,loso,Timaa - TVTC,1598,51,6221.5921568627455,1460.165548610927,6238.37451171875,1390.3099365234375,157.8471938189338,36178.440278451446,190.20630977559983,0.983031414352544,16.78146924785534,2.5370868073507515,3.0571966946723146,0.026498039184005784,0.10236334800720215
41,xgb,Ensemble,loso,Umluj - SWCC,1598,51,5969.813725490198,1184.3944103310246,6029.44873046875,1148.44580078125,190.07439874387248,58959.114724894076,242.81498043756295,0.9579701097712782,59.63417202818625,3.1839251186730277,4.067379513045438,0.023184313713321827,0.10863566398620605
42,xgb,Ensemble,loso,Wadi Addawasir - TVTC,1634,15,6290.633333333333,788.4023386289234,6325.13134765625,777.327392578125,100.39041666666678,16472.44444385405,128.3450211104975,0.9734990011175033,34.49837239583339,1.59587137490131,2.04025595372746,0.07564666666439734,0.10798931121826172
43,xgb,Ensemble,loso,Yanbu - RCJY,1637,12,5882.533333333333,1335.5128361627812,5874.64111328125,1222.929931640625,209.91751708984373,87651.25409918245,296.0595448540419,0.9508569619653602,-7.89219970703103,3.5684883568843992,5.032857921542452,0.09890000001178123,0.1042630672454834
