record_id,fold,model_name,cv_strategy,station_name,latitude,longitude,date,actual_ghi,predicted_ghi,residual_error,absolute_error,squared_error,relative_error_pct,air_temperature_c,wind_speed_m_s,dhi_wh_m2,dni_wh_m2,diffuse_fraction,relative_humidity_pct,barometric_pressure_mb
1214,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-01-2017 00:00,4723.7,4871.766111428858,148.06611142885777,148.06611142885777,21923.573353662923,3.1345367281761702,17.4,4.3,1542.9,5834.3,0.20914439082578756,32.4,898.9
1215,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-02-2017 00:00,4872.1,5065.778246916338,193.67824691633723,193.67824691633723,37511.263328585694,3.975251881454347,14.3,4.5,2397.0,3992.9,0.3751232413652796,39.3,898.9
1216,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-03-2017 00:00,5521.8,5529.974973033098,8.174973033097558,8.174973033097558,66.83018409187228,0.14804906068849935,21.7,4.7,2974.0,3598.1,0.45251898175621186,36.2,895.0
1217,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-04-2017 00:00,6322.8,6521.148223312565,198.3482233125651,198.3482233125651,39342.01769125119,3.1370314308939884,27.9,5.0,3415.9,3770.1,0.47535485666573896,20.6,896.1
1218,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-05-2017 00:00,6918.2,6896.121853410436,-22.078146589563403,22.078146589563403,487.4445568302501,0.31913137217142323,31.0,3.5,3460.3,4369.2,0.44195670221597805,21.4,894.7
1219,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-06-2017 00:00,7910.8,7857.744600727011,-53.055399272989234,53.055399272989234,2814.8753920163067,0.670670466615124,34.5,3.8,2742.9,6769.5,0.2883499432319919,8.7,891.7
1220,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-09-2017 00:00,6954.4,7085.286486537052,130.8864865370524,130.8864865370524,17131.272358014,1.8820672744888474,31.6,3.1,2286.2,6573.0,0.2580594184576485,10.0,894.3
1221,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-10-2017 00:00,6326.5,6273.580067882271,-52.91993211772933,52.91993211772933,2800.5192153450803,0.8364803938627887,27.5,3.8,1532.0,7682.0,0.1662687215107445,13.0,897.3
1222,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-11-2017 00:00,4973.7,5139.366106858146,165.66610685814612,165.66610685814612,27445.258961534688,3.330842368018701,21.4,4.3,1611.6,5986.5,0.21210565799344572,32.7,898.5
1223,1,hgb,loso,Afif - TVTC,23.92118,42.94815,01-03-2018 00:00,6556.4,6621.836686058144,65.436686058144,65.436686058144,4281.959882272098,0.9980581730544813,24.7,4.3,2421.9,6007.3,0.28732264034546573,25.7,896.8
