fold,model_name,category,cv_strategy,held_out_station,num_train_samples,num_test_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,inference_time_ms,training_time_s
33,ann,Neural Baseline,loso,Riyadh - K.A.CARE HQ,1604,45,5699.173333333333,1256.6968934295792,5712.888817749342,1295.3936970255486,91.29106015096674,12445.041654499944,111.55734693197013,0.9921198357178418,13.7154844160074,1.6018298586748267,1.9574303220344844,0.005991111053541924,0.5091712474822998
34,ann,Neural Baseline,loso,Riyadh - KSU,1598,51,5913.5,1281.0528315627353,5870.448463068644,1282.0014645284298,77.4378473440749,10533.185662094014,102.63130936558305,0.9935816165726471,-43.05153693135491,1.3095095517726372,1.7355425613525501,0.0055588235566164275,0.4569275379180908
35,ann,Neural Baseline,loso,Shaqra - University,1602,47,5994.593617021277,1329.9769433938534,5957.343911729771,1331.9071458391957,117.07450184941064,22274.662355255627,149.2469844092524,0.9874071826144729,-37.24970529150569,1.9530014764801544,2.4896931125652095,0.006644680902257839,0.7055737972259521
36,ann,Neural Baseline,loso,Sharurah - TVTC,1608,41,6656.526829268292,674.428293038572,6772.088723513809,652.868682748213,143.52136457791408,31125.082491659865,176.42302143331483,0.9315711960985897,115.56189424551603,2.1560998439435486,2.6503764794816855,0.006646341495159105,0.49170851707458496
37,ann,Neural Baseline,loso,Tabuk - University,1615,34,6011.488235294117,1461.0986017306425,5967.713148025761,1332.27827967824,198.75206463187936,82801.97056273933,287.75331546784884,0.9612134079657678,-43.77508726835613,3.306204002279899,4.786723423634386,0.008241176414337721,0.4656376838684082
38,ann,Neural Baseline,loso,Taif - University,1624,25,6213.852,1028.2639618774938,6067.434135993132,913.0228919359741,173.30053052289483,50323.45141654434,224.32889117664791,0.952405015561574,-146.41786400686644,2.7889388180293775,3.6101421658682553,0.010380000021541491,0.43952131271362305
39,ann,Neural Baseline,loso,Thuwal - KAUST,1603,46,5567.534782608695,1035.9074126029905,5514.1911286349905,915.0684531455522,146.18787321499914,29606.04002836625,172.06405792136326,0.9724108423716867,-53.34365397370585,2.6257199806213354,3.090489141780302,0.00573478262041412,0.5923480987548828
40,ann,Neural Baseline,loso,Timaa - TVTC,1598,51,6221.5921568627455,1460.165548610927,6228.744492426524,1317.3283742243075,178.16575890530564,42464.823155006685,206.0699472388118,0.9800829448930393,7.152335563778626,2.863668244611299,3.3121738301586636,0.005354902004553735,0.48708295822143555
41,ann,Neural Baseline,loso,Umluj - SWCC,1598,51,5969.813725490198,1184.3944103310246,5983.829076571132,1036.0397347274284,163.43739452648168,44145.99145302831,210.10947492445055,0.9685298671211993,14.015351080935444,2.7377302214410615,3.51953150610571,0.008323529376260316,0.43813037872314453
42,ann,Neural Baseline,loso,Wadi Addawasir - TVTC,1634,15,6290.633333333333,788.4023386289234,6284.071962022499,808.9274674080797,81.98601059226718,11028.675232599293,105.01749964934079,0.9822569800729496,-6.561371310835178,1.3033029624828532,1.6694264962617562,0.018526666584269453,0.49295926094055176
43,ann,Neural Baseline,loso,Yanbu - RCJY,1637,12,5882.533333333333,1335.5128361627812,5911.99230575391,1223.8520239550758,181.40395704930418,65415.75922301811,255.76504691419058,0.963323637789324,29.458972420576817,3.0837727008086797,4.347872462785714,0.02141666664101649,0.6867802143096924
