record_id,fold,model_name,cv_strategy,station_name,latitude,longitude,date,actual_ghi,predicted_ghi,residual_error,absolute_error,squared_error,relative_error_pct,air_temperature_c,wind_speed_m_s,dhi_wh_m2,dni_wh_m2,diffuse_fraction,relative_humidity_pct,barometric_pressure_mb
1214,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-01-2017 00:00,4723.7,4822.792946479944,99.09294647994375,99.09294647994375,9819.412042076996,2.0977823841468286,17.4,4.3,1542.9,5834.3,0.20914439082578756,32.4,898.9
1215,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-02-2017 00:00,4872.1,4709.366143058596,-162.73385694140416,162.73385694140416,26482.308195025395,3.3401173403953974,14.3,4.5,2397.0,3992.9,0.3751232413652796,39.3,898.9
1216,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-03-2017 00:00,5521.8,5507.93075480736,-13.869245192639937,13.869245192639937,192.35596221356602,0.25117253780723564,21.7,4.7,2974.0,3598.1,0.45251898175621186,36.2,895.0
1217,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-04-2017 00:00,6322.8,6436.948332348636,114.14833234863545,114.14833234863545,13029.841777974534,1.8053446629441934,27.9,5.0,3415.9,3770.1,0.47535485666573896,20.6,896.1
1218,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-05-2017 00:00,6918.2,6944.243155340549,26.043155340548765,26.043155340548765,678.2459400919537,0.37644409442555526,31.0,3.5,3460.3,4369.2,0.44195670221597805,21.4,894.7
1219,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-06-2017 00:00,7910.8,7766.720571352282,-144.0794286477185,144.0794286477185,20758.881759453,1.8213003570778996,34.5,3.8,2742.9,6769.5,0.2883499432319919,8.7,891.7
1220,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-09-2017 00:00,6954.4,6989.53898389486,35.13898389486076,35.13898389486076,1234.7481891632838,0.5052770029745307,31.6,3.1,2286.2,6573.0,0.2580594184576485,10.0,894.3
1221,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-10-2017 00:00,6326.5,6481.493733437055,154.9937334370552,154.9937334370552,24023.05740475692,2.4499128022928187,27.5,3.8,1532.0,7682.0,0.1662687215107445,13.0,897.3
1222,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-11-2017 00:00,4973.7,5149.877147325355,176.17714732535478,176.17714732535478,31038.387239699765,3.542174785880829,21.4,4.3,1611.6,5986.5,0.21210565799344572,32.7,898.5
1223,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-03-2018 00:00,6556.4,6650.971277208148,94.57127720814879,94.57127720814879,8943.726472780521,1.4424268990322249,24.7,4.3,2421.9,6007.3,0.28732264034546573,25.7,896.8
1224,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-04-2018 00:00,6654.2,6694.035791089693,39.835791089692975,39.835791089692975,1586.8902517416623,0.5986563537268639,24.7,4.9,3076.3,4729.0,0.3941296298668853,35.1,894.3
1225,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-05-2018 00:00,7499.6,7399.406892301188,-100.19310769881213,100.19310769881213,10038.658830345767,1.3359793548830887,30.7,4.3,3497.6,5083.6,0.4075886822355847,19.1,893.8
1226,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-06-2018 00:00,7850.1,7772.4729124780715,-77.62708752192884,77.62708752192884,6025.964717137201,0.9888674987825484,34.3,3.4,3047.3,6214.8,0.3290074605111152,12.1,891.7
1227,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-07-2018 00:00,7727.5,7691.128783130891,-36.37121686910905,36.37121686910905,1322.8654165397627,0.47067249264456873,34.1,3.4,2838.8,6323.6,0.30983148520038417,13.2,890.2
1228,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-08-2018 00:00,7555.9,7415.98877310081,-139.9112268991894,139.9112268991894,19575.151412436455,1.8516818234649666,34.2,3.0,2169.3,7267.0,0.2298888335470471,13.2,890.9
1229,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-09-2018 00:00,6637.8,6651.649088480153,13.849088480153114,13.849088480153114,191.7972517311097,0.20863973726465262,33.8,3.3,2582.3,5525.6,0.3184918412905931,13.6,894.3
1230,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-10-2018 00:00,5498.5,5664.884371048736,166.38437104873628,166.38437104873628,27683.758929283555,3.0259956542463633,26.4,3.9,1913.0,5582.8,0.25520958403372557,33.6,898.2
1231,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-11-2018 00:00,4236.3,4281.142625774617,44.84262577461686,44.84262577461686,2010.8610863623326,1.0585328181341467,20.0,4.2,1777.1,4318.1,0.2915572909830686,60.4,898.4
1232,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-12-2018 00:00,4387.7,4623.0996059324025,235.39960593240266,235.39960593240266,55412.97447313047,5.364988625758431,18.5,4.2,1505.2,5596.8,0.21194029850746268,45.7,899.6
1233,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-01-2019 00:00,4414.1,4501.6982987091005,87.59829870910016,87.59829870910016,7673.46193672874,1.9845109695996954,18.4,4.6,2204.3,3976.2,0.35665399239543727,40.4,899.2
1234,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-02-2019 00:00,5097.9,5118.110776809676,20.210776809676645,20.210776809676645,408.47549925056325,0.39645298671367907,17.9,4.7,2182.2,4812.9,0.31196123000385984,41.5,898.0
1235,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-03-2019 00:00,6589.6,6663.7691213417065,74.16912134170616,74.16912134170616,5501.058560600732,1.1255481568184131,20.0,4.4,2364.1,6282.7,0.2734075033538419,26.4,896.3
1236,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-04-2019 00:00,7156.5,7160.119554462159,3.6195544621587032,3.6195544621587032,13.10117450453298,0.05057716009444146,24.4,4.0,2643.4,6163.0,0.3001680595930233,28.6,895.4
1237,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-05-2019 00:00,6958.5,6910.596408684123,-47.90359131587684,47.90359131587684,2294.754060958551,0.6884183561956864,30.0,3.6,2892.2,5191.5,0.3577817088709378,26.4,894.9
1238,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-06-2019 00:00,7610.3,7615.32446254491,5.024462544909511,5.024462544909511,25.24522386519856,0.06602187226403047,35.1,3.4,2739.2,6325.8,0.30217319360176503,13.3,892.4
1239,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-07-2019 00:00,7836.3,7880.72957862191,44.42957862190997,44.42957862190997,1973.9874565204793,0.5669713847339939,35.4,3.3,2634.9,6860.6,0.2774893370543942,12.2,889.8
1240,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-08-2019 00:00,7641.6,7612.804270329819,-28.795729670181572,28.795729670181572,829.1940472381754,0.3768285394443778,34.3,3.3,2137.6,7414.8,0.22377622377622378,13.5,891.2
1241,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-09-2019 00:00,6736.4,6833.485946619507,97.08594661950701,97.08594661950701,9425.681031005764,1.4412140998086072,33.6,3.5,2220.0,6283.9,0.2610566916356025,14.2,893.4
1242,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-10-2019 00:00,5849.9,6162.81161715752,312.9116171575206,312.9116171575206,97913.68015213474,5.349007968640842,29.1,3.2,1861.0,6245.0,0.22958302491981247,21.6,896.5
1243,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-11-2019 00:00,4843.5,4999.142857318974,155.64285731897417,155.64285731897417,24224.69903441455,3.2134377478883898,21.8,4.5,1732.7,5494.2,0.23975701891544093,39.2,898.0
1244,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-12-2019 00:00,4592.8,4886.999501537413,294.1995015374132,294.1995015374132,86553.34670486239,6.405667600100444,18.3,4.1,1308.8,6414.6,0.16945904653390992,38.5,898.7
1245,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-01-2020 00:00,5030.2,5280.104350002272,249.90435000227262,249.90435000227262,62452.184150058376,4.968079798065139,14.3,3.7,1246.2,7255.0,0.14659106949607115,36.0,899.4
1246,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-02-2020 00:00,5601.3,5650.851755820302,49.55175582030188,49.55175582030188,2455.376504874821,0.8846474179262293,18.6,4.4,2050.5,5828.9,0.2602355509302739,30.9,898.8
1247,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-03-2020 00:00,6705.5,6776.234682986849,70.7346829868493,70.7346829868493,5003.395377250067,1.054875594464981,21.7,4.2,2476.1,6175.9,0.2861881645862228,22.1,895.8
1248,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-04-2020 00:00,7324.1,7281.000040518027,-43.0999594819732,43.0999594819732,1857.6065073477316,0.5884676544827787,26.4,4.0,2808.9,6139.0,0.3139172319762179,27.2,894.6
1249,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-05-2020 00:00,7113.0,7117.04351151343,4.043511513429621,4.043511513429621,16.349985359237905,0.05684678073147224,31.2,4.0,3419.7,4699.0,0.4212127557367559,20.2,894.9
1250,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-09-2020 00:00,6862.5,6991.8879744664555,129.3879744664555,129.3879744664555,16741.247936532138,1.8854349649028121,32.1,2.9,2037.5,6866.3,0.2288348794896561,12.9,893.9
1251,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-10-2020 00:00,6419.3,6634.487446215922,215.18744621592214,215.18744621592214,46305.63700893038,3.3521948844254377,25.8,2.7,1220.8,8472.9,0.1259374645388242,14.6,898.2
1252,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-11-2020 00:00,5000.4,5400.462200343359,400.0622003433591,400.0622003433591,160049.76414357,8.0006039585505,22.5,4.7,1439.3,6489.2,0.18153496878350256,33.5,898.3
1253,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-12-2020 00:00,4332.4,4505.020061553927,172.62006155392737,172.62006155392737,29797.685650881675,3.9843980600574134,18.0,4.6,1616.9,5196.0,0.23732918434146988,43.7,899.3
1254,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-01-2021 00:00,4835.5,4894.816830039202,59.316830039201704,59.316830039201704,3518.4863258995415,1.2266948617351197,16.9,4.6,1669.7,5767.6,0.2245035160609361,38.5,899.6
1255,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-02-2021 00:00,5430.2,5641.006219128911,210.80621912891093,210.80621912891093,44439.26202342641,3.882107825290246,18.4,5.0,2034.9,5682.9,0.2636632200886263,37.3,898.3
1256,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-03-2021 00:00,6626.1,6798.707985196588,172.60798519658783,172.60798519658783,29793.516553625486,2.6049710266459583,24.6,4.6,2908.1,5271.0,0.35555256690833953,20.5,896.4
1257,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-04-2021 00:00,7084.3,7042.585101554673,-41.71489844532698,41.71489844532698,1740.1327523039433,0.5888358545703455,26.9,3.9,3134.9,5236.5,0.3744773872948372,22.3,896.4
1258,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-05-2021 00:00,8037.0,7799.499366510335,-237.50063348966523,237.50063348966523,56406.55090799229,2.9550906244825836,32.6,3.2,2602.0,7173.4,0.2661783661026659,12.3,893.4
1259,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-08-2021 00:00,7523.6,7539.585900778845,15.985900778844552,15.985900778844552,255.54902371106286,0.212476750210598,35.3,3.3,2449.3,6776.8,0.26547511949794605,12.7,891.1
1260,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-09-2021 00:00,6930.7,7123.258008452194,192.55800845219437,192.55800845219437,37078.58661907536,2.778334200761747,32.7,3.3,2300.2,6470.7,0.26225358857129827,13.1,893.2
1261,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-11-2021 00:00,5126.2,5492.393668855938,366.1936688559381,366.1936688559381,134097.80311017245,7.14356967843506,23.0,3.9,1489.8,6500.4,0.18645340542164152,28.5,898.5
1262,1,ann,loso,Afif - TVTC,23.92118,42.94815,01-12-2021 00:00,4333.9,4636.606078270141,302.706078270141,302.706078270141,91630.96982168873,6.9846115108826,18.2,4.0,1642.5,5185.3,0.24056064911098743,37.5,899.5
1441,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-01-2017 00:00,3707.6,3779.3171710701286,71.71717107012864,71.71717107012864,5143.352626302097,1.9343287050957128,17.0,1.9,1691.9,3758.5,0.3104175840305299,37.9,1000.6
1442,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-02-2017 00:00,3725.0,3824.310384386684,99.31038438668384,99.31038438668384,9862.552447030897,2.666050587561982,15.4,1.8,2081.7,2698.7,0.4354656514099238,44.8,1001.4
1443,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-03-2017 00:00,4575.6,4615.054261850326,39.454261850325565,39.454261850325565,1556.6387781540552,0.8622751518997631,22.3,1.6,2750.5,2633.0,0.5109129748305006,40.7,995.9
1444,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-04-2017 00:00,6136.1,6123.641871875014,-12.458128124986615,12.458128124986615,155.20495637858252,0.20303006999538167,30.0,2.0,3259.5,3821.9,0.4602903380687435,21.6,993.7
1445,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-09-2017 00:00,6667.4,6529.643536309804,-137.75646369019523,137.75646369019523,18976.843288428077,2.066119682187888,35.7,1.2,2166.1,6297.6,0.2559282583267365,29.6,988.3
1446,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-11-2017 00:00,4347.2,4322.589397277804,-24.610602722195836,24.610602722195836,605.681766349753,0.5661253846658961,23.7,1.4,1673.0,4803.4,0.25832252485948987,37.8,998.8
1447,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-12-2017 00:00,4260.2,4242.4166697910905,-17.78333020890932,17.78333020890932,316.24683331910677,0.4174294683092184,17.8,1.6,1195.7,6085.2,0.16422420305182053,31.2,1002.5
1448,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-03-2019 00:00,5956.1,5588.231744051053,-367.8682559489471,367.8682559489471,135327.05373492005,6.1763277303763715,21.4,1.9,2431.1,5091.9,0.32315565598830254,34.6,996.9
1449,2,ann,loso,Al Ahsa - KFU,25.34616,49.5956,01-05-2019 00:00,5879.3,6074.605391594672,195.30539159467207,195.30539159467207,38144.19598594821,3.321915731374008,34.3,1.7,3126.1,3401.6,0.47889762090782356,18.6,990.6
