fold,model_name,category,cv_strategy,held_out_station,num_train_samples,num_test_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,inference_time_ms,training_time_s
1,svr,Classical ML,loso,Afif - TVTC,1600,49,6219.828571428571,1173.7154214767074,6259.536824216683,1149.3777747868646,97.11952209029361,24124.478006314763,155.32056530387328,0.9824881389176762,39.7082527881123,1.5614501424753446,2.4971840223596264,0.03407755101928773,0.07141542434692383
2,svr,Classical ML,loso,Al Ahsa - KFU,1631,18,5549.283333333333,1266.2999443917963,5671.54509983813,1172.173310036093,247.53919794854767,257531.8011565433,507.47591189783907,0.839395507395996,122.2617665047965,4.460741740498881,9.144890996095697,0.04791111112151864,0.07134795188903809
3,svr,Classical ML,loso,Al Baha - University,1617,32,6122.075000000001,770.5048710099112,6068.812817822996,580.7645376172792,248.75613567031562,108232.07640691206,328.9864380288526,0.8176922155706721,-53.26218217700401,4.063265080390481,5.373773402463259,0.03775312507059425,0.06721782684326172
4,svr,Classical ML,loso,Al Dawadmi - TVTC,1600,49,6158.08163265306,1242.735881715603,6166.752085149167,1186.9913534752516,107.83724289078538,23808.804954506708,154.30102058802692,0.9845837082278407,8.67045249610537,1.7511499412248992,2.5056670208762735,0.03365714284733926,0.06899619102478027
5,svr,Classical ML,loso,Al Dhahran - KFUPM,1604,45,5201.251111111111,1315.5792518248752,5171.220957484388,1338.3692679946614,123.46777589431414,30834.15326860188,175.59656394303929,0.9821845008116203,-30.03015362672199,2.3738091712310827,3.3760447283139863,0.03433999995144808,0.07080221176147461
6,svr,Classical ML,loso,Al Farshah - TQ TVTC,1604,45,5783.742222222222,648.1317134619026,5698.916653504871,578.4969802228732,182.67157105065155,48647.9752922415,220.56286018330806,0.884192089625319,-84.82556871735227,3.1583629427465336,3.8134974158402875,0.05809555554555522,0.06189751625061035
7,svr,Classical ML,loso,Al Hanakiyah - TVTC,1598,51,6190.123529411763,1218.1734376320348,6268.686887208184,1228.239280362485,120.68442938170139,26939.89295365821,164.13376542825736,0.9818457791334169,78.56335779642025,1.9496287724837993,2.6515426493250405,0.04074705886487922,0.06475663185119629
8,svr,Classical ML,loso,Al Jouf - TVTC,1609,40,5857.597500000001,1618.4891058464837,5894.878169312123,1587.932730999932,109.02755107105425,23421.007139392874,153.0392339872128,0.9910590018400951,37.28066931212349,1.861301516040565,2.6126621705778312,0.03627999994932907,0.07085704803466797
9,svr,Classical ML,loso,Al Jubail - SWCC,1600,49,5368.820408163266,1346.8619593494689,5370.9872444757075,1339.2259587764383,103.92767944473191,19413.97608636842,139.3340449652145,0.9892979169584881,2.166836312443166,1.9357637533695553,2.5952450328447894,0.040506122471070945,0.07076287269592285
10,svr,Classical ML,loso,Al Khafji - SWCC,1627,22,5728.686363636364,1368.320342043636,5689.71502664206,1306.2032308102375,147.02621151323322,39062.61843646141,197.64265338347744,0.9791365663700965,-38.97133699430331,2.5664908528856216,3.450051911342917,0.046631818060466845,0.06935358047485352
11,svr,Classical ML,loso,Al Qunfudhah - TVTC,1604,45,5561.022222222223,862.9555088026493,5563.862989061816,771.0385696997137,143.26622698109412,37574.44428674587,193.84128633174583,0.9495436587445637,2.840766839593218,2.57625704872375,3.4857132121706482,0.03508222216623835,0.06769084930419922
12,svr,Classical ML,loso,Al Uwayqilah,1645,4,4700.0,1374.3970077819579,4719.385357235117,1314.418571828034,62.61615097074343,4595.213485625784,67.78800399499741,0.9975673406908555,19.385357235117567,1.3322585312924133,1.4422979573403705,0.13269999999465654,0.07123613357543945
13,svr,Classical ML,loso,Al Wajh - TVTC,1630,19,6172.1578947368425,1468.5868779977395,6220.4581995246335,1337.7875820060522,141.12766143432378,54989.523494786205,234.49845094325508,0.9745034939974623,48.30030478779169,2.2865205952470364,3.7992944273706595,0.0462842106476034,0.06920337677001953
14,svr,Classical ML,loso,Arar - TVTC,1612,37,5733.135135135134,1774.237785827315,5717.316422975457,1676.8716496467166,139.8627654197513,47858.89051470284,218.7667491066749,0.9847966610455021,-15.818712159678928,2.439551172666622,3.815831023517614,0.036375675680008844,0.06840896606445312
