station_name,latitude,longitude,model_name,cv_strategy,num_samples,actual_mean_ghi,actual_std_ghi,pred_mean_ghi,pred_std_ghi,mae,mse,rmse,r2,mbe,nmae_pct,nrmse_pct,max_absolute_error
Layla - TVTC,22.27948,46.73319,ann,loso,51,6283.745098039216,1045.311658059916,6272.180179823867,1052.4309594900062,72.94255501222507,8964.791192135304,94.68258124985452,0.99179556666589,-11.564918215349067,1.1608133982867337,1.5067858382638617,259.4117547886999
Hada Al Sham - KAU,21.80117,39.72854,ann,loso,51,5853.949019607843,1122.0203016884318,5835.241571428478,1093.6703562851048,77.22265454367658,10231.61693117868,101.15145540810909,0.9918727645474451,-18.70744817936603,1.3191548864709748,1.7279182833554168,236.73575675710254
Riyadh - KSU,24.72359,46.61639,ann,loso,51,5913.5,1281.0528315627353,5870.448463068644,1282.0014645284298,77.4378473440749,10533.185662094014,102.63130936558305,0.9935816165726471,-43.05153693135491,1.3095095517726372,1.7355425613525501,355.88876852266003
Wadi Addawasir - TVTC,20.43008,44.89433,ann,loso,15,6290.633333333333,788.4023386289234,6284.071962022499,808.9274674080797,81.98601059226718,11028.675232599293,105.01749964934079,0.9822569800729496,-6.561371310835178,1.3033029624828532,1.6694264962617562,226.89761989141243
Al Dawadmi - TVTC,24.5569,44.47411,ann,loso,49,6158.08163265306,1242.735881715603,6164.57409901211,1199.7154280031668,87.65839512663351,14011.00069560523,118.36807295721778,0.990927823754443,6.492466359047795,1.423469196345616,1.922158230731699,420.9884063698246
Riyadh - K.A.CARE City T2,24.52958,46.43635,ann,loso,45,5906.017777777777,1218.4886161486907,5874.329606001103,1207.0860307991752,89.33150116592012,13549.24352351613,116.4012178781482,0.9908741758409487,-31.688171776675336,1.512550495564752,1.9708917625701052,341.0619842801625
Riyadh - K.A.CARE HQ,24.707744,46.6792,ann,loso,45,5699.173333333333,1256.6968934295792,5712.888817749342,1295.3936970255486,91.29106015096674,12445.041654499944,111.55734693197013,0.9921198357178418,13.7154844160074,1.6018298586748267,1.9574303220344844,258.1532106497107
Majmaah - University,25.85891,45.41889,ann,loso,51,5979.882352941176,1368.858325315889,5960.7214830253415,1315.9846403302174,91.66170006942347,13312.437043579279,115.37953476929641,0.9928953847514803,-19.16086991583559,1.5328345050858756,1.9294616174605435,331.5307427099842
Al Ahsa - KFU,25.34616,49.5956,ann,loso,18,5549.283333333333,1266.2999443917963,5526.772376940494,1272.5734372395773,95.57887857454479,18305.819803143175,135.29900148612765,0.9885839461845839,-22.510956392840097,1.722364363708433,2.438134680804927,367.8682559489471
Rania - TVTC,21.21501,42.84853,ann,loso,28,6412.253571428572,799.1166299117612,6414.632038974211,764.2238680070586,100.5225043583084,15905.168496011684,126.11569488375221,0.9750931997877287,2.3784675456399134,1.5676626514929477,1.9667920720679668,314.71277664540503
Madinah - Taibah University,24.4846,39.5418,ann,loso,24,5939.904166666667,1174.7210255627954,5909.021065157812,1169.720934073127,107.38865317244166,19902.64521902215,141.07673521535062,0.9855774744343663,-30.883101508855077,1.807918952212753,2.3750675306689253,301.6810718534789
Al Dhahran - KFUPM,26.30355,50.14412,ann,loso,45,5201.251111111111,1315.5792518248752,5189.851272859083,1282.9341470545776,109.47380942826918,17747.37128697033,133.21926019525228,0.9897458420211962,-11.399838252028045,2.1047591644711607,2.561292607285663,295.54051860199024
Osfan - KAU,21.89252,39.2539,ann,loso,46,5753.413043478261,1092.5723178947324,5804.676613776731,1004.27955547336,114.71120222335858,21562.570817725453,146.84199269189128,0.981936572794092,51.263570298469965,1.9937939681453711,2.552258834577207,369.38172791846137
Al Jubail - SWCC,26.9042,49.76274,ann,loso,49,5368.820408163266,1346.8619593494689,5340.94641385107,1262.7300369851457,116.17328893023321,20998.27845239723,144.90782743660617,0.988424559774536,-27.873994312194952,2.163851276410593,2.6990626696373474,322.85389731823034
Al Qunfudhah - TVTC,19.15197,41.08111,ann,loso,45,5561.022222222223,862.9555088026493,5601.132098068547,824.0894161548507,116.57295689343104,21487.22735209859,146.5852221477274,0.9711461633966716,40.109875846324435,2.096250513576399,2.635940233469359,378.40411528909226
Shaqra - University,25.17279,45.14198,ann,loso,47,5994.593617021277,1329.9769433938534,5957.343911729771,1331.9071458391957,117.07450184941064,22274.662355255627,149.2469844092524,0.9874071826144729,-37.24970529150569,1.9530014764801544,2.4896931125652095,454.58065809535674
Jeddah - KAU,21.49604,39.24492,ann,loso,46,5424.1391304347835,1065.8639036375632,5491.369044291761,974.4986379490182,120.76281661307182,23443.276792995748,153.11197468844736,0.9793645090516487,67.22991385697854,2.2263959996061495,2.8227884832329946,334.4743301870185
Afif - TVTC,23.92118,42.94815,ann,loso,49,6219.828571428571,1173.7154214767074,6298.057866631297,1095.9813638211785,122.0578659036977,24908.707686463847,157.8249273291892,0.9819188697624301,78.22929520272521,1.9623991964084537,2.5374481871441668,400.0622003433591
Mahd ad Dahab,23.419423,40.743138,ann,loso,7,5798.400000000001,949.9375588502045,5903.872132926589,977.7709199665683,132.33330485785675,44528.61193378198,211.01803698684617,0.9506543312776244,105.47213292658931,2.282238287421646,3.6392459469309837,513.080309329137
Dammam - IAFU,26.394974,50.188715,ann,loso,24,5679.474999999999,1462.4693592944093,5685.771815712997,1348.4379824661878,134.84432456511746,34749.81299133342,186.41301722608702,0.9837527852763582,6.2968157129962306,2.3742392486121955,3.2822226918172372,518.9706426463454
Hafar Al Batin - TVTC,28.33202,45.95708,ann,loso,50,5774.338000000001,1488.745472119395,5845.302267980971,1433.1259694145058,137.55546855651417,31286.42629738084,176.87969441793155,0.9858838894362429,70.96426798097045,2.382185950259825,3.0632029925842845,468.5094261831714
Al Khafji - SWCC,28.50676,48.455128,ann,loso,22,5728.686363636364,1368.320342043636,5698.238939726311,1346.1961388235852,137.80322587225973,34915.378835574185,186.85657289903983,0.9813516165030302,-30.447423910051427,2.4054943336920123,3.2617699946908947,420.53763950661414
Al Farshah - TQ TVTC,17.7749,43.17555,ann,loso,45,5783.742222222222,648.1317134619026,5724.2658110633365,569.1558267553895,141.9483791058121,32098.17998650921,179.1596494373362,0.9235893553896606,-59.47641115888598,2.4542653121783298,3.0976423663726096,549.9530838245564
Najran - University,17.63228,44.53735,ann,loso,50,6840.951999999999,698.6154293286113,6846.406238725959,607.3322389946061,142.3187579598714,33657.7062777184,183.4603670489035,0.931038266476008,5.454238725960131,2.0803940439849806,2.6817958531049992,431.43296515011934
Jazan - University,16.96035,42.545865,ann,loso,44,5479.720454545455,658.8391897805582,5451.2149428540515,603.9893590072245,142.44642708814118,32983.136111458385,181.61259898877717,0.9240140848914262,-28.505511691403253,2.599519962190428,3.3142675889265227,492.6838017523287
Sharurah - TVTC,17.47586,47.08618,ann,loso,41,6656.526829268292,674.428293038572,6772.088723513809,652.868682748213,143.52136457791408,31125.082491659865,176.42302143331483,0.9315711960985897,115.56189424551603,2.1560998439435486,2.6503764794816855,387.09780936219704
Thuwal - KAUST,22.3065,39.107,ann,loso,46,5567.534782608695,1035.9074126029905,5514.1911286349905,915.0684531455522,146.18787321499914,29606.04002836625,172.06405792136326,0.9724108423716867,-53.34365397370585,2.6257199806213354,3.090489141780302,370.07230139049534
Al Jouf - TVTC,29.77634,40.02318,ann,loso,40,5857.597500000001,1618.4891058464837,5855.692266961323,1533.8284103073884,158.72793253907807,39320.754126386935,198.294614466422,0.9849892539548916,-1.9052330386770335,2.7097787538163565,3.3852550378618873,429.8020397798773
Umluj - SWCC,25.00411,37.27382,ann,loso,51,5969.813725490198,1184.3944103310246,5983.829076571132,1036.0397347274284,163.43739452648168,44145.99145302831,210.10947492445055,0.9685298671211993,14.015351080935444,2.7377302214410615,3.51953150610571,472.2096692670784
